cod_comuna,comuna,almacenes_barrio,areas_verdes,bancos,bencineras,bomberos,carabineros,deporte_infra,educacion_escolar,educacion_superior,estadios,ferias_libres,iglesias,malls,metro_tren,micro,municipios,museos,salud,supermercados,cluster,es_desierto_almacenes_barrio,es_desierto_areas_verdes,es_desierto_bancos,es_desierto_bencineras,es_desierto_bomberos,es_desierto_carabineros,es_desierto_deporte_infra,es_desierto_educacion_escolar,es_desierto_educacion_superior,es_desierto_estadios,es_desierto_ferias_libres,es_desierto_iglesias,es_desierto_malls,es_desierto_metro_tren,es_desierto_micro,es_desierto_municipios,es_desierto_museos,es_desierto_salud,es_desierto_supermercados,n_servicios_en_desierto,porcentaje_desierto
13130,San Miguel,5.066666666666666,8.216666666666667,3.6166666666666663,8.966666666666667,14.566666666666666,18.28333333333333,5.683333333333334,7.883333333333334,12.783333333333331,,18.45,9.55,23.6,,5.3,23.716666666666665,,4.433333333333334,12.666666666666666,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,3,15.789473684210526
13118,Macul,2.9,2.683333333333333,7.35,2.433333333333333,10.866666666666667,14.5,5.883333333333334,7.083333333333333,19.58333333333333,,17.616666666666667,3.2,,,1.25,11.566666666666666,20.633333333333333,10.633333333333333,13.533333333333331,3,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,3,15.789473684210526
13119,Maipú,34.95,31.65,,,24.5,29.05,23.25,22.766666666666666,,,29.633333333333333,21.53333333333333,,,4.1,,,26.05,18.933333333333334,2,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,10,52.63157894736842
13123,Providencia,2.716666666666667,6.066666666666666,7.066666666666666,2.85,14.233333333333333,13.166666666666666,6.7,4.866666666666666,3.9166666666666665,,,7.716666666666667,15.283333333333331,,0.8333333333333334,5.0,15.3,3.4,7.433333333333334,3,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,3,15.789473684210526
13131,San Ramón,9.033333333333331,4.183333333333334,13.216666666666669,10.366666666666667,15.566666666666666,11.966666666666669,6.85,5.65,,15.266666666666667,4.316666666666666,6.716666666666667,,,1.8,6.316666666666666,,4.916666666666667,9.633333333333333,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,4,21.052631578947366
13120,Ñuñoa,2.7,5.316666666666666,5.966666666666667,4.35,17.166666666666668,36.81666666666667,0.8833333333333333,1.9833333333333332,5.8,25.6,11.7,5.816666666666666,14.266666666666667,,3.216666666666667,13.116666666666667,8.333333333333334,4.983333333333333,9.366666666666667,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,10.526315789473683
13603,Isla de Maipo,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13601,Talagante,,77.61666666666666,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13102,Cerrillos,8.766666666666667,3.566666666666667,13.5,7.233333333333333,13.383333333333333,30.316666666666663,2.833333333333333,3.8,13.916666666666666,39.083333333333336,7.666666666666667,11.75,,,2.4166666666666665,26.933333333333334,17.55,7.333333333333333,25.716666666666665,3,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,4,21.052631578947366
13113,La Reina,8.266666666666667,6.85,15.95,10.35,13.9,16.933333333333334,8.966666666666667,16.333333333333332,27.916666666666668,40.91666666666666,22.1,5.466666666666667,,,4.883333333333334,26.366666666666667,,21.216666666666665,15.95,1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,4,21.052631578947366
13302,Lampa,12.333333333333334,8.8,9.916666666666666,11.583333333333334,36.38333333333333,11.95,0.05,4.85,,,5.916666666666667,8.8,,,,12.95,,1.3,,1,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,8,42.10526315789473
13202,Pirque,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13105,El Bosque,8.883333333333333,3.783333333333333,8.5,9.766666666666667,15.166666666666666,13.766666666666667,3.783333333333333,1.2166666666666666,,,18.0,4.25,20.133333333333333,,5.483333333333333,21.83333333333333,,2.566666666666667,19.6,1,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,4,21.052631578947366
13108,Independencia,0.6666666666666666,3.683333333333333,8.266666666666667,6.066666666666666,13.25,8.3,1.9333333333333331,5.5,16.583333333333332,23.883333333333333,7.0,16.733333333333334,9.8,,1.1666666666666667,21.633333333333333,15.633333333333333,9.55,3.15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,5.263157894736842
13403,Calera de Tango,11.283333333333331,19.183333333333334,,11.283333333333331,21.133333333333333,,10.833333333333334,12.566666666666666,,,19.916666666666668,31.03333333333333,,,,,,12.483333333333333,17.65,2,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False,10,52.63157894736842
13117,Lo Prado,7.716666666666667,1.0333333333333334,12.883333333333333,5.25,17.616666666666667,13.666666666666666,2.683333333333333,5.466666666666667,,,1.3666666666666667,7.95,33.18333333333333,,4.383333333333334,10.8,,11.216666666666669,5.15,1,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,5,26.31578947368421
13301,Colina,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13127,Recoleta,6.05,5.05,5.45,8.783333333333333,15.733333333333333,11.6,6.75,5.916666666666667,28.73333333333333,,1.6833333333333331,5.916666666666667,,,0.2333333333333333,10.95,35.96666666666667,9.416666666666666,4.816666666666666,1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,4,21.052631578947366
13402,Buin,,19.966666666666665,,22.433333333333334,25.75,32.63333333333333,16.133333333333333,16.183333333333334,,,20.55,,,,,,,24.0,,2,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,12,63.1578947368421
13128,Renca,17.733333333333334,1.75,9.016666666666667,9.433333333333334,,,0.9833333333333332,1.4,,16.25,6.266666666666667,6.916666666666667,,,0.8333333333333334,,,18.05,17.15,1,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,True,False,False,7,36.84210526315789
13124,Pudahuel,,,,,,,,32.7,,,,,,,75.81666666666666,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13107,Huechuraba,6.95,5.383333333333334,25.75,,17.45,26.316666666666663,7.2,7.033333333333333,,,14.7,8.216666666666667,,,9.616666666666667,27.633333333333333,,9.466666666666669,,1,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,7,36.84210526315789
13501,Melipilla,,,,,,,3.6666666666666665,,,,,,,,,,,13.933333333333334,,2,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,17,89.47368421052632
13504,María Pinto,,,,,,,10.266666666666667,,,,,,,,,,,,20.633333333333333,2,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,17,89.47368421052632
13112,La Pintana,,13.4,16.683333333333334,16.15,13.65,14.166666666666666,2.316666666666667,23.116666666666667,30.33333333333333,,13.283333333333331,10.916666666666666,,,14.15,17.2,,3.7666666666666666,13.583333333333334,1,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,6,31.57894736842105
13126,Quinta Normal,2.6333333333333333,3.316666666666667,13.583333333333334,6.95,15.116666666666667,14.7,2.2666666666666666,1.9333333333333331,37.05,9.433333333333334,5.033333333333333,4.866666666666666,,,2.75,13.483333333333333,34.43333333333333,14.566666666666666,5.116666666666666,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,4,21.052631578947366
13111,La Granja,5.733333333333333,1.1,21.08333333333333,19.75,18.9,12.333333333333334,3.45,3.566666666666667,,15.233333333333333,10.133333333333333,2.8,7.183333333333334,,1.7166666666666666,26.416666666666668,,13.8,23.816666666666663,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,3,15.789473684210526
13201,Puente Alto,15.433333333333334,12.933333333333334,,23.58333333333333,17.083333333333332,,8.0,7.6,7.35,,16.65,14.883333333333333,,,6.2,,,15.283333333333331,3.2333333333333334,1,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False,7,36.84210526315789
13404,Paine,,46.68333333333333,,,18.216666666666665,18.0,38.73333333333333,38.78333333333333,,,,,,56.05,,,,53.93333333333333,,2,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,17,89.47368421052632
13132,Vitacura,6.65,5.816666666666666,9.316666666666666,9.233333333333333,33.516666666666666,,7.15,7.083333333333333,22.0,,22.8,25.85,7.766666666666667,,5.533333333333333,,,23.1,8.933333333333334,1,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,6,31.57894736842105
13125,Quilicura,6.55,8.3,18.416666666666668,11.216666666666669,20.066666666666663,26.78333333333333,4.85,6.45,,,10.283333333333331,3.333333333333333,24.066666666666663,,3.4833333333333334,21.9,,4.7,10.4,1,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,4,21.052631578947366
13101,Santiago,2.7333333333333334,7.383333333333334,8.466666666666667,7.466666666666667,10.433333333333334,16.116666666666667,3.633333333333333,8.783333333333333,1.6,28.45,8.5,5.583333333333333,17.1,,0.8166666666666667,,1.5833333333333333,6.483333333333333,3.4833333333333334,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2,10.526315789473683
13503,Curacaví,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13605,Peñaflor,9.033333333333331,24.716666666666665,14.783333333333331,11.55,14.5,17.233333333333334,5.266666666666667,1.9666666666666663,,,,11.583333333333334,14.75,,,17.2,,1.8166666666666669,14.083333333333334,1,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,False,False,6,31.57894736842105
13602,El Monte,,,,,,,28.966666666666665,,,,,,,,,,,,,2,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,18,94.73684210526315
13104,Conchalí,10.65,1.75,23.266666666666666,5.966666666666667,15.616666666666667,24.166666666666668,1.7833333333333334,3.45,,,6.733333333333333,4.2,,,3.066666666666667,25.516666666666666,,13.3,15.2,1,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,5,26.31578947368421
13109,La Cisterna,2.8833333333333333,8.783333333333333,4.433333333333334,6.516666666666667,9.816666666666666,12.516666666666667,2.783333333333333,3.033333333333333,,26.266666666666666,14.2,3.933333333333333,23.4,,3.0166666666666666,8.55,11.266666666666667,5.15,7.183333333333334,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2,10.526315789473683
13106,Estación Central,4.416666666666667,0.7666666666666667,18.383333333333333,4.7,3.933333333333333,11.3,2.45,2.4166666666666665,5.1,13.133333333333333,3.35,4.033333333333333,18.816666666666663,,2.4166666666666665,26.78333333333333,27.916666666666668,19.383333333333333,8.45,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,5.263157894736842
13401,San Bernardo,22.73333333333333,,48.61666666666667,22.73333333333333,37.86666666666667,,42.266666666666666,36.93333333333333,,,,59.66666666666666,49.16666666666666,,27.066666666666663,,30.2,47.56666666666667,47.56666666666667,2,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,16,84.21052631578947
13115,Lo Barnechea,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13502,Alhué,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13203,San José de Maipo,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13103,Cerro Navia,5.716666666666667,0.2833333333333333,15.5,13.35,11.483333333333333,1.8333333333333333,1.2,2.933333333333333,,33.65,4.533333333333333,13.066666666666666,23.55,,0.3333333333333333,32.733333333333334,,4.65,10.866666666666667,1,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,5,26.31578947368421
13116,Lo Espejo,0.65,0.8833333333333333,18.55,26.85,21.516666666666666,28.716666666666665,1.0833333333333333,1.5,,19.933333333333334,35.05,2.333333333333333,18.6,11.916666666666666,0.45,13.883333333333333,,12.383333333333333,29.316666666666663,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,3,15.789473684210526
13110,La Florida,,0.2666666666666666,74.36666666666666,,,,47.86666666666667,91.06666666666666,89.58333333333333,,,77.56666666666666,,,62.06666666666667,,,92.11666666666666,72.86666666666666,0,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,18,94.73684210526315
13303,Tiltil,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13129,San Joaquín,10.233333333333333,3.05,10.95,6.45,12.55,18.816666666666663,2.6,2.05,16.316666666666666,25.48333333333333,13.866666666666667,10.9,16.25,,1.1,,23.65,8.45,14.266666666666667,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2,10.526315789473683
13604,Padre Hurtado,,,,,,,12.65,13.133333333333333,,,,,,,,,,,,2,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,17,89.47368421052632
13121,Pedro Aguirre Cerda,11.633333333333333,5.866666666666666,15.933333333333334,11.316666666666666,22.85,11.233333333333333,4.033333333333333,4.133333333333334,27.9,18.7,5.083333333333333,4.283333333333333,20.016666666666666,13.65,1.1333333333333333,19.48333333333333,,3.8333333333333335,10.333333333333334,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,5.263157894736842
13114,Las Condes,27.78333333333333,13.75,,32.3,,,25.2,25.03333333333333,,,,20.48333333333333,,,13.933333333333334,,,28.183333333333334,,2,False,False,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,12,63.1578947368421
13505,San Pedro,,,,,,,,,,,,,,,,,,,,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,100.0
13122,Peñalolén,15.9,7.05,38.516666666666666,27.066666666666663,,,6.883333333333334,6.05,20.23333333333333,,34.233333333333334,15.266666666666667,32.96666666666667,,1.1666666666666667,30.166666666666668,12.266666666666667,16.55,17.883333333333333,2,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,8,42.10526315789473
